RegionID,RegionName,State,HomeType,Bedrooms,Tier,Latest_ZHVI
394798,"Little Rock, AR",AR,sfr+condo,,0.0_0.33,129094.6516908987
394766,"Lakeland, FL",FL,sfr+condo,,0.0_0.33,210535.1516890304
394304,"Akron, OH",OH,sfr+condo,,0.0_0.33,128019.31115809928
394531,"Des Moines, IA",IA,sfr+condo,,0.0_0.33,183601.5384382902
395115,"Springfield, MA",MA,sfr+condo,,0.0_0.33,276332.8854261144
394931,"Ogden, UT",UT,sfr+condo,,0.0_0.33,383480.44301130174
394816,"Madison, WI",WI,sfr+condo,,0.0_0.33,299796.5506335916
395235,"Winston, NC",NC,sfr+condo,,0.0_0.33,169943.8933968375
394528,"Deltona, FL",FL,sfr+condo,,0.0_0.33,230129.36681303615
395143,"Syracuse, NY",NY,sfr+condo,,0.0_0.33,164467.0943341546
395006,"Provo, UT",UT,sfr+condo,,0.0_0.33,407615.46529123344
395160,"Toledo, OH",OH,sfr+condo,,0.0_0.33,98596.59652771344
395224,"Wichita, KS",KS,sfr+condo,,0.0_0.33,124835.97641633308
394549,"Durham, NC",NC,sfr+condo,,0.0_0.33,263895.8973988676
394352,"Augusta, GA",GA,sfr+condo,,0.0_0.33,121129.52885797105
394957,"Palm Bay, FL",FL,sfr+condo,,0.0_0.33,231173.58526223165
394711,"Jackson, MS",MS,sfr+condo,,0.0_0.33,82264.14906659994
394666,"Harrisburg, PA",PA,sfr+condo,,0.0_0.33,197972.80590039017
395113,"Spokane, WA",WA,sfr+condo,,0.0_0.33,296046.44726208056
395075,"Scranton, PA",PA,sfr+condo,,0.0_0.33,151794.33252665418
394460,"Chattanooga, TN",TN,sfr+condo,,0.0_0.33,200180.0040288329
394871,"Modesto, CA",CA,sfr+condo,,0.0_0.33,376603.9988764519
394768,"Lancaster, PA",PA,sfr+condo,,0.0_0.33,273952.3237082378
394997,"Portland, ME",ME,sfr+condo,,0.0_0.33,368712.9405079451
395245,"Youngstown, OH",OH,sfr+condo,,0.0_0.33,82063.4110198646
394770,"Lansing, MI",MI,sfr+condo,,0.0_0.33,146229.110703211
394590,"Fayetteville, AR",AR,sfr+condo,,0.0_0.33,258364.63430727684
394589,"Fayetteville, NC",NC,sfr+condo,,0.0_0.33,152700.0251993148
394792,"Lexington, KY",KY,sfr+condo,,0.0_0.33,216287.99342979817
394971,"Pensacola, FL",FL,sfr+condo,,0.0_0.33,189128.9314494105
395068,"Santa Rosa, CA",CA,sfr+condo,,0.0_0.33,585974.6003305274
395019,"Reno, NV",NV,sfr+condo,,0.0_0.33,398648.3081414003
394698,"Huntsville, AL",AL,sfr+condo,,0.0_0.33,190351.0896146304
394995,"Port St. Lucie, FL",FL,sfr+condo,,0.0_0.33,255885.3860784398
394761,"Lafayette, LA",LA,sfr+condo,,0.0_0.33,101131.84246047148
394898,"Myrtle Beach, SC",SC,sfr+condo,,0.0_0.33,220692.89426824907
395116,"Springfield, MO",MO,sfr+condo,,0.0_0.33,172946.1536493989
395195,"Visalia, CA",CA,sfr+condo,,0.0_0.33,269390.6406892713
394746,"Killeen, TX",TX,sfr+condo,,0.0_0.33,168069.00418205894
394338,"Asheville, NC",NC,sfr+condo,,0.0_0.33,281463.8495763037
395244,"York, PA",PA,sfr+condo,,0.0_0.33,209926.7662882457
395183,"Vallejo, CA",CA,sfr+condo,,0.0_0.33,464947.94672161696
753917,"Santa Maria, CA",CA,sfr+condo,,0.0_0.33,591315.0384394759
395050,"Salinas, CA",CA,sfr+condo,,0.0_0.33,618594.8657286336
395048,"Salem, OR",OR,sfr+condo,,0.0_0.33,362208.5112212857
394870,"Mobile, AL",AL,sfr+condo,,0.0_0.33,88662.85819948158
395015,"Reading, PA",PA,sfr+condo,,0.0_0.33,203659.71435471947
394502,"Corpus Christi, TX",TX,sfr+condo,,0.0_0.33,119083.0536544174
394421,"Brownsville, TX",TX,sfr+condo,,0.0_0.33,122495.8307629013
394820,"Manchester, NH",NH,sfr+condo,,0.0_0.33,377800.1101713979
394612,"Fort Wayne, IN",IN,sfr+condo,,0.0_0.33,160202.9162332038
394658,"Gulfport, MS",MS,sfr+condo,,0.0_0.33,131665.5045403483
395051,"Salisbury, MD",DE,sfr+condo,,0.0_0.33,265092.80918998393
394596,"Flint, MI",MI,sfr+condo,,0.0_0.33,65291.57803503334
394972,"Peoria, IL",IL,sfr+condo,,0.0_0.33,82894.13392389355
394439,"Canton, OH",OH,sfr+condo,,0.0_0.33,109956.04929836708
395070,"Savannah, GA",GA,sfr+condo,,0.0_0.33,244885.77789188005
394327,"Anchorage, AK",AK,sfr+condo,,0.0_0.33,275496.33262489736
394372,"Beaumont, TX",TX,sfr+condo,,0.0_0.33,98120.42268882708
395096,"Shreveport, LA",LA,sfr+condo,,0.0_0.33,63073.535048710764
395164,"Trenton, NJ",NJ,sfr+condo,,0.0_0.33,264608.2553806159
394875,"Montgomery, AL",AL,sfr+condo,,0.0_0.33,94954.95113844424
394520,"Davenport, IA",IL,sfr+condo,,0.0_0.33,105508.16087478258
395146,"Tallahassee, FL",FL,sfr+condo,,0.0_0.33,165570.65386390002
394576,"Eugene, OR",OR,sfr+condo,,0.0_0.33,351615.9702108458
394901,"Naples, FL",FL,sfr+condo,,0.0_0.33,317484.68918428005
394332,"Ann Arbor, MI",MI,sfr+condo,,0.0_0.33,255386.0670424533
394927,"Ocala, FL",FL,sfr+condo,,0.0_0.33,190671.79605763385
394679,"Hickory, NC",NC,sfr+condo,,0.0_0.33,153309.67950502003
394697,"Huntington, WV",OH,sfr+condo,,0.0_0.33,84026.50510478219
394602,"Fort Collins, CO",CO,sfr+condo,,0.0_0.33,411276.6251891279
395033,"Rockford, IL",IL,sfr+condo,,0.0_0.33,128873.92584731872
394796,"Lincoln, NE",NE,sfr+condo,,0.0_0.33,208690.32162012215
394622,"Gainesville, FL",FL,sfr+condo,,0.0_0.33,183533.6511430068
394405,"Boulder, CO",CO,sfr+condo,,0.0_0.33,461043.52535116766
394646,"Green Bay, WI",WI,sfr+condo,,0.0_0.33,225050.32165458144
394488,"Columbus, GA",GA,sfr+condo,,0.0_0.33,100624.6064803802
395107,"South Bend, IN",IN,sfr+condo,,0.0_0.33,127829.9893563166
395109,"Spartanburg, SC",SC,sfr+condo,,0.0_0.33,180159.20041375305
394645,"Greeley, CO",CO,sfr+condo,,0.0_0.33,389347.6872720411
394808,"Lubbock, TX",TX,sfr+condo,,0.0_0.33,119381.5469570648
394471,"Clarksville, TN",TN,sfr+condo,,0.0_0.33,189164.84469492376
395028,"Roanoke, VA",VA,sfr+condo,,0.0_0.33,181381.94255924216
394579,"Evansville, IN",IN,sfr+condo,,0.0_0.33,121554.03075237204
394747,"Kingsport, TN",TN,sfr+condo,,0.0_0.33,145507.5453621908
394741,"Kennewick, WA",WA,sfr+condo,,0.0_0.33,337327.44894894894
395179,"Utica, NY",NY,sfr+condo,,0.0_0.33,144254.46854490731
394660,"Hagerstown, MD",MD,sfr+condo,,0.0_0.33,227624.477131064
394543,"Duluth, MN",MN,sfr+condo,,0.0_0.33,144283.1393862106
394937,"Olympia, WA",WA,sfr+condo,,0.0_0.33,421642.0182580672
394803,"Longview, TX",TX,sfr+condo,,0.0_0.33,113110.32806475762
395229,"Wilmington, NC",NC,sfr+condo,,0.0_0.33,293107.88434882
395061,"San Luis Obispo, CA",CA,sfr+condo,,0.0_0.33,645605.8831273344
753875,"Crestview, FL",FL,sfr+condo,,0.0_0.33,257815.67338608476
394851,"Merced, CA",CA,sfr+condo,,0.0_0.33,334742.3669040753
395197,"Waco, TX",TX,sfr+condo,,0.0_0.33,137575.18736476623
394447,"Cedar Rapids, IA",IA,sfr+condo,,0.0_0.33,144136.1604939052
394348,"Atlantic City, NJ",NJ,sfr+condo,,0.0_0.33,231580.3118935293
394412,"Bremerton, WA",WA,sfr+condo,,0.0_0.33,429332.0106842445
395103,"Sioux Falls, SD",SD,sfr+condo,,0.0_0.33,236307.2031600422
395065,"Santa Cruz, CA",CA,sfr+condo,,0.0_0.33,743839.058681769
394572,"Erie, PA",PA,sfr+condo,,0.0_0.33,126682.06057864008
394924,"Norwich, CT",CT,sfr+condo,,0.0_0.33,289460.7662628518
394323,"Amarillo, TX",TX,sfr+condo,,0.0_0.33,119399.68727890408
394772,"Laredo, TX",TX,sfr+condo,,0.0_0.33,134082.66607169932
395171,"Tuscaloosa, AL",AL,sfr+condo,,0.0_0.33,110552.49597058026
394483,"College Station, TX",TX,sfr+condo,,0.0_0.33,197644.4290248892
394732,"Kalamazoo, MI",MI,sfr+condo,,0.0_0.33,167064.1069619578
394811,"Lynchburg, VA",VA,sfr+condo,,0.0_0.33,166315.81686219302
394455,"Charleston, WV",WV,sfr+condo,,0.0_0.33,78131.6339907761
395240,"Yakima, WA",WA,sfr+condo,,0.0_0.33,245551.6907784072
394585,"Fargo, ND",ND,sfr+condo,,0.0_0.33,222426.28214707013
394387,"Binghamton, NY",NY,sfr+condo,,0.0_0.33,128965.37612857332
394609,"Fort Smith, AR",AR,sfr+condo,,0.0_0.33,112357.48296350749
394334,"Appleton, WI",WI,sfr+condo,,0.0_0.33,236341.359146703
395161,"Topeka, KS",KS,sfr+condo,,0.0_0.33,108647.97876319036
394813,"Macon, GA",GA,sfr+condo,,0.0_0.33,80880.99557303282
395174,"Tyler, TX",TX,sfr+condo,,0.0_0.33,160815.0156974017
394361,"Barnstable Town, MA",MA,sfr+condo,,0.0_0.33,524772.4755473273
394519,"Daphne, AL",AL,sfr+condo,,0.0_0.33,244515.53112414907
394378,"Bellingham, WA",WA,sfr+condo,,0.0_0.33,418748.2721249047
394429,"Burlington, VT",VT,sfr+condo,,0.0_0.33,324910.4395311651
395030,"Rochester, MN",MN,sfr+condo,,0.0_0.33,223275.27953657135
753895,"Lafayette, IN",IN,sfr+condo,,0.0_0.33,183021.6810992924
394454,"Champaign, IL",IL,sfr+condo,,0.0_0.33,138886.3332085756
394848,"Medford, OR",OR,sfr+condo,,0.0_0.33,330220.6890939725
394459,"Charlottesville, VA",VA,sfr+condo,,0.0_0.33,291546.6965476935
394763,"Lake Charles, LA",LA,sfr+condo,,0.0_0.33,102639.8322124512
394773,"Las Cruces, NM",NM,sfr+condo,,0.0_0.33,204032.44665843624
394464,"Chico, CA",CA,sfr+condo,,0.0_0.33,258002.0624170101
394681,"Hilton Head Island, SC",SC,sfr+condo,,0.0_0.33,323450.11137688294
394346,"Athens, GA",GA,sfr+condo,,0.0_0.33,245544.480318436
394765,"Lake Havasu City, AZ",AZ,sfr+condo,,0.0_0.33,220162.5417006513
394485,"Columbia, MO",MO,sfr+condo,,0.0_0.33,201375.8980107257
395114,"Springfield, IL",IL,sfr+condo,,0.0_0.33,93118.64631623802
394691,"Houma, LA",LA,sfr+condo,,0.0_0.33,93666.57870287684
394872,"Monroe, LA",LA,sfr+condo,,0.0_0.33,63765.7915273156
394565,"Elkhart, IN",IN,sfr+condo,,0.0_0.33,167070.2440680989
394726,"Johnson City, TN",TN,sfr+condo,,0.0_0.33,175262.3318047237
395247,"Yuma, AZ",AZ,sfr+condo,,0.0_0.33,208439.27198620304
394623,"Gainesville, GA",GA,sfr+condo,,0.0_0.33,279861.6593318224
394716,"Jacksonville, NC",NC,sfr+condo,,0.0_0.33,200566.70457178063
394597,"Florence, SC",SC,sfr+condo,,0.0_0.33,89038.5171192654
394680,"Hilo, HI",HI,sfr+condo,,0.0_0.33,332583.1946919016
395118,"St. Cloud, MN",MN,sfr+condo,,0.0_0.33,211283.54937822156
395011,"Racine, WI",WI,sfr+condo,,0.0_0.33,191247.31982822684
394380,"Bend, OR",OR,sfr+condo,,0.0_0.33,473175.0734486783
395047,"Saginaw, MI",MI,sfr+condo,,0.0_0.33,73727.06334192376
395202,"Warner Robins, GA",GA,sfr+condo,,0.0_0.33,149476.31503989742
395151,"Terre Haute, IN",IN,sfr+condo,,0.0_0.33,89091.60452258015
395162,"Torrington, CT",CT,sfr+condo,,0.0_0.33,278792.3817662972
395009,"Punta Gorda, FL",FL,sfr+condo,,0.0_0.33,195680.71904512224
394386,"Billings, MT",MT,sfr+condo,,0.0_0.33,288386.5364757443
395018,"Redding, CA",CA,sfr+condo,,0.0_0.33,264212.17662795057
394748,"Kingston, NY",NY,sfr+condo,,0.0_0.33,304291.2829669132
394960,"Panama City, FL",FL,sfr+condo,,0.0_0.33,227086.45295372777
394729,"Joplin, MO",MO,sfr+condo,,0.0_0.33,137939.03316668738
394539,"Dover, DE",DE,sfr+condo,,0.0_0.33,264225.91750180867
394559,"El Centro, CA",CA,sfr+condo,,0.0_0.33,272977.99803162465
394712,"Jackson, TN",TN,sfr+condo,,0.0_0.33,91780.15211383444
395246,"Yuba City, CA",CA,sfr+condo,,0.0_0.33,319138.9453145774
394406,"Bowling Green, KY",KY,sfr+condo,,0.0_0.33,162058.44158421687
395119,"St. George, UT",UT,sfr+condo,,0.0_0.33,377488.4211389168
394896,"Muskegon, MI",MI,sfr+condo,,0.0_0.33,148569.06173867357
394299,"Abilene, TX",TX,sfr+condo,,0.0_0.33,104649.41726969382
394707,"Iowa City, IA",IA,sfr+condo,,0.0_0.33,178395.22889386918
394351,"Auburn, AL",AL,sfr+condo,,0.0_0.33,219286.9928797543
394860,"Midland, TX",TX,sfr+condo,,0.0_0.33,212571.89893002025
753869,"Bloomington, IL",IL,sfr+condo,,0.0_0.33,159409.38915796718
394671,"Hattiesburg, MS",MS,sfr+condo,,0.0_0.33,115314.06048513298
394944,"Oshkosh, WI",WI,sfr+condo,,0.0_0.33,196531.6048992744
394555,"Eau Claire, WI",WI,sfr+condo,,0.0_0.33,216557.54783765515
394651,"Greenville, NC",NC,sfr+condo,,0.0_0.33,153312.05030610957
394428,"Burlington, NC",NC,sfr+condo,,0.0_0.33,187498.92792118792
395210,"Waterloo, IA",IA,sfr+condo,,0.0_0.33,110153.54646064376
394480,"Coeur d'Alene, ID",ID,sfr+condo,,0.0_0.33,432426.0951748028
394553,"East Stroudsburg, PA",PA,sfr+condo,,0.0_0.33,219907.235748226
395007,"Pueblo, CO",CO,sfr+condo,,0.0_0.33,179502.94620828656
394392,"Blacksburg, VA",VA,sfr+condo,,0.0_0.33,163457.5222288557
395215,"Wausau, WI",WI,sfr+condo,,0.0_0.33,164577.70271026646
394731,"Kahului, HI",HI,sfr+condo,,0.0_0.33,625281.3430669064
394720,"Janesville, WI",WI,sfr+condo,,0.0_0.33,187373.2422230234
395170,"Tupelo, MS",MS,sfr+condo,,0.0_0.33,107887.35396047494
394393,"Bloomington, IN",IN,sfr+condo,,0.0_0.33,195484.3658135795
394930,"Odessa, TX",TX,sfr+condo,,0.0_0.33,161185.90354625988
394710,"Jackson, MI",MI,sfr+condo,,0.0_0.33,126792.75554426528
395125,"State College, PA",PA,sfr+condo,,0.0_0.33,218786.84929002196
395079,"Sebastian, FL",FL,sfr+condo,,0.0_0.33,229950.29087686015
394814,"Madera, CA",CA,sfr+condo,,0.0_0.33,324032.723117041
394523,"Decatur, AL",AL,sfr+condo,,0.0_0.33,136314.26512476202
394453,"Chambersburg, PA",PA,sfr+condo,,0.0_0.33,206568.4783871998
395193,"Vineland, NJ",NJ,sfr+condo,,0.0_0.33,183156.96207225267
394703,"Idaho Falls, ID",ID,sfr+condo,,0.0_0.33,293247.5439336912
394639,"Grand Junction, CO",CO,sfr+condo,,0.0_0.33,315556.5785817991
394563,"Elizabethtown, KY",KY,sfr+condo,,0.0_0.33,161692.88345823312
394917,"Niles, MI",MI,sfr+condo,,0.0_0.33,143881.55792360246
394873,"Monroe, MI",MI,sfr+condo,,0.0_0.33,167680.36458625438
395066,"Santa Fe, NM",NM,sfr+condo,,0.0_0.33,377277.3238338807
394493,"Concord, NH",NH,sfr+condo,,0.0_0.33,352212.99358905014
394314,"Alexandria, LA",LA,sfr+condo,,0.0_0.33,77309.63596309641
395163,"Traverse City, MI",MI,sfr+condo,,0.0_0.33,239750.0582570966
394359,"Bangor, ME",ME,sfr+condo,,0.0_0.33,174860.9775661288
394685,"Homosassa Springs, FL",FL,sfr+condo,,0.0_0.33,185241.69275593737
394662,"Hanford, CA",CA,sfr+condo,,0.0_0.33,268916.4517501875
394723,"Jefferson City, MO",MO,sfr+condo,,0.0_0.33,156646.49893891442
394598,"Florence, AL",AL,sfr+condo,,0.0_0.33,116570.98160242064
394537,"Dothan, AL",AL,sfr+condo,,0.0_0.33,98156.13709796332
394802,"London, KY",KY,sfr+condo,,0.0_0.33,82836.00724213028
394306,"Albany, GA",GA,sfr+condo,,0.0_0.33,71523.49637998597
395102,"Sioux City, IA",IA,sfr+condo,,0.0_0.33,134372.86386642687
395223,"Wichita Falls, TX",TX,sfr+condo,,0.0_0.33,85066.0037154228
395152,"Texarkana, TX",TX,sfr+condo,,0.0_0.33,86609.62377613084
395182,"Valdosta, GA",GA,sfr+condo,,0.0_0.33,110989.71016462274
394800,"Logan, UT",UT,sfr+condo,,0.0_0.33,348009.67094774795
394595,"Flagstaff, AZ",AZ,sfr+condo,,0.0_0.33,425509.75921687466
395036,"Rocky Mount, NC",NC,sfr+condo,,0.0_0.33,103208.28642472702
395000,"Pottsville, PA",PA,sfr+condo,,0.0_0.33,73290.62841242556
394515,"Dalton, GA",GA,sfr+condo,,0.0_0.33,166030.5258356819
394783,"Lebanon, PA",PA,sfr+condo,,0.0_0.33,214070.10208734268
394880,"Morristown, TN",TN,sfr+condo,,0.0_0.33,180600.64091040564
395232,"Winchester, VA",VA,sfr+condo,,0.0_0.33,250492.2166662952
395221,"Wheeling, WV",OH,sfr+condo,,0.0_0.33,61989.709261635166
394879,"Morgantown, WV",WV,sfr+condo,,0.0_0.33,103597.71197315775
394756,"La Crosse, WI",WI,sfr+condo,,0.0_0.33,224325.33722582328
394900,"Napa, CA",CA,sfr+condo,,0.0_0.33,650527.983142376
395013,"Rapid City, SD",SD,sfr+condo,,0.0_0.33,266207.5457593534
395139,"Sumter, SC",SC,sfr+condo,,0.0_0.33,94810.11025548354
394577,"Eureka, CA",CA,sfr+condo,,0.0_0.33,318302.55446719093
395117,"Springfield, OH",OH,sfr+condo,,0.0_0.33,116696.0222953818
394668,"Harrisonburg, VA",VA,sfr+condo,,0.0_0.33,246383.1780591981
394368,"Battle Creek, MI",MI,sfr+condo,,0.0_0.33,105532.90388862166
395094,"Sherman, TX",TX,sfr+condo,,0.0_0.33,175757.0508256984
394821,"Manhattan, KS",KS,sfr+condo,,0.0_0.33,164938.6843980205
394442,"Carbondale, IL",IL,sfr+condo,,0.0_0.33,70357.00098152143
394727,"Johnstown, PA",PA,sfr+condo,,0.0_0.33,55121.87738149064
394728,"Jonesboro, AR",AR,sfr+condo,,0.0_0.33,111890.79519397844
394390,"Bismarck, ND",ND,sfr+condo,,0.0_0.33,222722.5919727356
394661,"Hammond, LA",LA,sfr+condo,,0.0_0.33,129230.70616934488
394983,"Pittsfield, MA",MA,sfr+condo,,0.0_0.33,251624.66249104985
394890,"Mount Vernon, WA",WA,sfr+condo,,0.0_0.33,413625.3927916664
394719,"Jamestown, NY",NY,sfr+condo,,0.0_0.33,96680.26399221932
395153,"The Villages, FL",FL,sfr+condo,,0.0_0.33,286208.97971063136
394307,"Albany, OR",OR,sfr+condo,,0.0_0.33,298529.7962423693
394633,"Glens Falls, NY",NY,sfr+condo,,0.0_0.33,188445.39366589696
394780,"Lawton, OK",OK,sfr+condo,,0.0_0.33,73720.77243107611
394474,"Cleveland, TN",TN,sfr+condo,,0.0_0.33,196955.9644092026
395098,"Sierra Vista, AZ",AZ,sfr+condo,,0.0_0.33,156897.62070710282
394325,"Ames, IA",IA,sfr+condo,,0.0_0.33,158188.71213118534
394824,"Mansfield, OH",OH,sfr+condo,,0.0_0.33,101433.40131147605
395128,"Staunton, VA",VA,sfr+condo,,0.0_0.33,224631.0596402832
394353,"Augusta, ME",ME,sfr+condo,,0.0_0.33,221180.0748538724
394321,"Altoona, PA",PA,sfr+condo,,0.0_0.33,87520.81738890814
394905,"New Bern, NC",NC,sfr+condo,,0.0_0.33,136104.66613804086
394588,"Farmington, NM",NM,sfr+condo,,0.0_0.33,179063.53536218102
395120,"St. Joseph, MO",MO,sfr+condo,,0.0_0.33,106741.33516923767
395054,"San Angelo, TX",TX,sfr+condo,,0.0_0.33,151464.55614247467
395218,"Wenatchee, WA",WA,sfr+condo,,0.0_0.33,341988.7530276648
394949,"Owensboro, KY",KY,sfr+condo,,0.0_0.33,126379.03388244816
753890,"Holland, MI",MI,sfr+condo,,0.0_0.33,221672.36317299967
394810,"Lumberton, NC",NC,sfr+condo,,0.0_0.33,60898.80451798444
394778,"Lawrence, KS",KS,sfr+condo,,0.0_0.33,230651.2505181442
394635,"Goldsboro, NC",NC,sfr+condo,,0.0_0.33,80184.02471695161
395213,"Watertown, NY",NY,sfr+condo,,0.0_0.33,134866.90562902097
395089,"Sheboygan, WI",WI,sfr+condo,,0.0_0.33,217208.2865570317
395217,"Weirton, WV",OH,sfr+condo,,0.0_0.33,59229.39406023792
394867,"Missoula, MT",MT,sfr+condo,,0.0_0.33,426541.5104125409
394407,"Bozeman, MT",MT,sfr+condo,,0.0_0.33,471643.9018604772
394333,"Anniston, AL",AL,sfr+condo,,0.0_0.33,83955.3071005472
394374,"Beckley, WV",WV,sfr+condo,,0.0_0.33,75940.21685326174
395225,"Williamsport, PA",PA,sfr+condo,,0.0_0.33,150520.05261597518
394423,"Brunswick, GA",GA,sfr+condo,,0.0_0.33,166628.757354019
753872,"California, MD",MD,sfr+condo,,0.0_0.33,305187.48426571925
